event_id,label,start_timestamp,duration,position,receiver_files,receiver_start_time_offset,cc_maxs,tdoas,residual_rms,hawkears_score
CCLO_20250531T064142_1,CCLO,2025-05-31 06:41:42-06:00,3,"[168501.81836713842, 5448888.901495021]","['CCLO_20250531T064142_1_SNAS-A4_S20250531T063254.391946-0600_E20250531T070254.267787-0600_+49.10359-109.54283_resampled.flac', 'CCLO_20250531T064142_1_SNAS-A5_S20250531T063254.629953-0600_E20250531T070254.495611-0600_+49.10388-109.54251_resampled.flac', 'CCLO_20250531T064142_1_SNAS-B2_S20250531T063254.962205-0600_E20250531T070254.835868-0600_+49.10288-109.54290_resampled.flac', 'CCLO_20250531T064142_1_SNAS-B4_S20250531T063220.435108-0600_E20250531T070222.350016-0600_+49.10227-109.54563_resampled.flac', 'CCLO_20250531T064142_1_SNAS-B5_S20250531T063255.941585-0600_E20250531T070255.800623-0600_+49.10380-109.54193_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.026854652911424637, 0.014570373110473156, 0.00920695997774601, 0.03181042522192001]","[0.0, -0.0698574667962423, 0.07923550372529964, -0.04883705863297699, 0.07021056041464208]",19.728027986129742,0.536
CCLO_20250531T064254_1,CCLO,2025-05-31 06:42:54-06:00,3,"[168634.71739043988, 5448976.098618749]","['CCLO_20250531T064254_1_SNAS-B6_S20250531T063254.270415-0600_E20250531T070254.156433-0600_+49.10409-109.54164_resampled.flac', 'CCLO_20250531T064254_1_SNAS-A7_S20250531T063254.048292-0600_E20250531T070253.923298-0600_+49.10448-109.54185_resampled.flac', 'CCLO_20250531T064254_1_SNAS-B5_S20250531T063255.941585-0600_E20250531T070255.800623-0600_+49.10380-109.54193_resampled.flac', 'CCLO_20250531T064254_1_SNAS-B7_S20250531T063253.650218-0600_E20250531T070253.511751-0600_+49.10438-109.54125_resampled.flac', 'CCLO_20250531T064254_1_SNAS-C6_S20250531T063223.688196-0600_E20250531T070223.554846-0600_+49.10252-109.54570_resampled.flac', 'CCLO_20250531T064254_1_SNAS-C7_S20250531T063219.123964-0600_E20250531T070218.984068-0600_+49.10244-109.54567_resampled.flac', 'CCLO_20250531T064254_1_SNAS-D6_S20250531T063214.880225-0600_E20250531T070214.745501-0600_+49.10253-109.54567_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.05895908549427986, 0.0378769189119339, 0.07839660346508026, 0.008142556995153427, 0.010281896218657494, 0.007520238868892193]","[0.0, 0.07850988014253324, 0.20202461937155813, -0.04067379332685453, -0.01713637836086815, -0.1918075801749271, -0.1180434078393262]",18.553207857801276,0.496
CCLO_20250531T064300_1,CCLO,2025-05-31 06:43:00-06:00,3,"[168553.2908859812, 5448908.189173188]","['CCLO_20250531T064300_1_SNAS-D4_S20250531T063224.721574-0600_E20250531T070224.609425-0600_+49.10255-109.54565_resampled.flac', 'CCLO_20250531T064300_1_SNAS-B4_S20250531T063220.435108-0600_E20250531T070222.350016-0600_+49.10227-109.54563_resampled.flac', 'CCLO_20250531T064300_1_SNAS-C3_S20250531T063218.820293-0600_E20250531T070221.460612-0600_+49.10256-109.54565_resampled.flac', 'CCLO_20250531T064300_1_SNAS-C4_S20250531T063216.413021-0600_E20250531T070218.315182-0600_+49.10253-109.54564_resampled.flac', 'CCLO_20250531T064300_1_SNAS-C6_S20250531T063223.688196-0600_E20250531T070223.554846-0600_+49.10252-109.54570_resampled.flac', 'CCLO_20250531T064300_1_SNAS-D3_S20250531T063227.465982-0600_E20250531T070227.524423-0600_+49.10254-109.54564_resampled.flac', 'CCLO_20250531T064300_1_SNAS-E6_S20250531T063218.508221-0600_E20250531T070218.370405-0600_+49.17620-109.50685_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.01933126151561737, 0.023023586720228195, 0.007609228603541851, 0.042753733694553375, 0.021856028586626053, 0.006952881813049316]","[0.0, 0.04597019760285065, 0.07837382572076451, -0.08235179786200195, -0.0918982831227729, 0.18120829284094592, 0.0721379980563654]",18.812657436218586,0.616
CCLO_20250531T064309_1,CCLO,2025-05-31 06:43:09-06:00,3,"[168504.574125689, 5448795.377854602]","['CCLO_20250531T064309_1_SNAS-B1_S20250531T063254.170384-0600_E20250531T070254.045189-0600_+49.10260-109.54325_resampled.flac', 'CCLO_20250531T064309_1_SNAS-A1_S20250531T063254.569804-0600_E20250531T070254.451319-0600_+49.10268-109.54380_resampled.flac', 'CCLO_20250531T064309_1_SNAS-A3_S20250531T063254.407647-0600_E20250531T070254.257476-0600_+49.10326-109.54315_resampled.flac', 'CCLO_20250531T064309_1_SNAS-C1_S20250531T063224.535331-0600_E20250531T070224.399226-0600_+49.10229-109.54288_resampled.flac', 'CCLO_20250531T064309_1_SNAS-C3_S20250531T063218.820293-0600_E20250531T070221.460612-0600_+49.10256-109.54565_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.041086502373218536, 0.021553751081228256, 0.008124669082462788, 0.008668729104101658]","[0.0, 0.1336799481697441, 0.08281827016520893, -0.06486880466472303, -0.04924522189828312]",8.789176710532034,0.507
CCLO_20250531T064312_1,CCLO,2025-05-31 06:43:12-06:00,3,"[168594.7556910348, 5448864.016649351]","['CCLO_20250531T064312_1_SNAS-D7_S20250531T063225.735656-0600_E20250531T070225.622684-0600_+49.10253-109.54566_resampled.flac', 'CCLO_20250531T064312_1_SNAS-C7_S20250531T063219.123964-0600_E20250531T070218.984068-0600_+49.10244-109.54567_resampled.flac', 'CCLO_20250531T064312_1_SNAS-D6_S20250531T063214.880225-0600_E20250531T070214.745501-0600_+49.10253-109.54567_resampled.flac', 'CCLO_20250531T064312_1_SNAS-E6_S20250531T063218.508221-0600_E20250531T070218.370405-0600_+49.17620-109.50685_resampled.flac', 'CCLO_20250531T064312_1_SNAS-E7_S20250531T063224.815012-0600_E20250531T070224.691774-0600_+49.10250-109.54570_resampled.flac', 'CCLO_20250531T064312_1_SNAS-F7_S20250531T063220.709951-0600_E20250531T070220.591012-0600_+49.10239-109.54562_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.009666675701737404, 0.010290997102856636, 0.007862878032028675, 0.07303045690059662, 0.008745008148252964]","[0.0, -0.037589893100097166, -0.17015225137674117, -0.17289601554907677, -0.07337220602526723, 0.03916747651441532]",8.668977975116665,0.704
CCLO_20250531T064321_1,CCLO,2025-05-31 06:43:21-06:00,3,"[168473.55296826092, 5448923.566317791]","['CCLO_20250531T064321_1_SNAS-A4_S20250531T063254.391946-0600_E20250531T070254.267787-0600_+49.10359-109.54283_resampled.flac', 'CCLO_20250531T064321_1_SNAS-A3_S20250531T063254.407647-0600_E20250531T070254.257476-0600_+49.10326-109.54315_resampled.flac', 'CCLO_20250531T064321_1_SNAS-A5_S20250531T063254.629953-0600_E20250531T070254.495611-0600_+49.10388-109.54251_resampled.flac', 'CCLO_20250531T064321_1_SNAS-B2_S20250531T063254.962205-0600_E20250531T070254.835868-0600_+49.10288-109.54290_resampled.flac', 'CCLO_20250531T064321_1_SNAS-B3_S20250531T063219.462822-0600_E20250531T070219.318754-0600_+49.10239-109.54568_resampled.flac', 'CCLO_20250531T064321_1_SNAS-B5_S20250531T063255.941585-0600_E20250531T070255.800623-0600_+49.10380-109.54193_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.019962873309850693, 0.020973626524209976, 0.012119824066758156, 0.00841644499450922, 0.01879667118191719]","[0.0, 0.06737609329446065, 0.02560738581146743, 0.14052802073210235, 0.08254616132167153, 0.06413346290897315]",16.297220410353997,0.58
CCLO_20250531T064336_1,CCLO,2025-05-31 06:43:36-06:00,3,"[168604.77922541453, 5448988.951739194]","['CCLO_20250531T064336_1_SNAS-A7_S20250531T063254.048292-0600_E20250531T070253.923298-0600_+49.10448-109.54185_resampled.flac', 'CCLO_20250531T064336_1_SNAS-A6_S20250531T063254.432107-0600_E20250531T070254.305175-0600_+49.10418-109.54220_resampled.flac', 'CCLO_20250531T064336_1_SNAS-B5_S20250531T063255.941585-0600_E20250531T070255.800623-0600_+49.10380-109.54193_resampled.flac', 'CCLO_20250531T064336_1_SNAS-B6_S20250531T063254.270415-0600_E20250531T070254.156433-0600_+49.10409-109.54164_resampled.flac', 'CCLO_20250531T064336_1_SNAS-B7_S20250531T063253.650218-0600_E20250531T070253.511751-0600_+49.10438-109.54125_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.016253992915153503, 0.01971540041267872, 0.022921975702047348, 0.01854657754302025]","[0.0, 0.16082280531260124, 0.12238743116294137, -0.07788467768059604, -0.15917719468739877]",19.421052354782315,0.585
CCLO_20250531T064351_1,CCLO,2025-05-31 06:43:51-06:00,3,"[168453.92285907862, 5448776.689650691]","['CCLO_20250531T064351_1_SNAS-A1_S20250531T063254.569804-0600_E20250531T070254.451319-0600_+49.10268-109.54380_resampled.flac', 'CCLO_20250531T064351_1_SNAS-A2_S20250531T063225.618888-0600_E20250531T070225.492926-0600_+49.10232-109.54562_resampled.flac', 'CCLO_20250531T064351_1_SNAS-B1_S20250531T063254.170384-0600_E20250531T070254.045189-0600_+49.10260-109.54325_resampled.flac', 'CCLO_20250531T064351_1_SNAS-B2_S20250531T063254.962205-0600_E20250531T070254.835868-0600_+49.10288-109.54290_resampled.flac']","[3.5, 3.5, 3.5, 3.5]","[1.0, 0.007467820309102535, 0.010272828862071037, 0.010637869127094746]","[0.0, 0.038509880142533204, -0.1633948817622287, -0.07693229672821508]",10.981337328080395,0.469
CCLO_20250531T064448_1,CCLO,2025-05-31 06:44:48-06:00,3,"[168427.2230284735, 5448782.906773166]","['CCLO_20250531T064448_1_SNAS-A1_S20250531T063254.569804-0600_E20250531T070254.451319-0600_+49.10268-109.54380_resampled.flac', 'CCLO_20250531T064448_1_SNAS-A2_S20250531T063225.618888-0600_E20250531T070225.492926-0600_+49.10232-109.54562_resampled.flac', 'CCLO_20250531T064448_1_SNAS-B1_S20250531T063254.170384-0600_E20250531T070254.045189-0600_+49.10260-109.54325_resampled.flac', 'CCLO_20250531T064448_1_SNAS-B2_S20250531T063254.962205-0600_E20250531T070254.835868-0600_+49.10288-109.54290_resampled.flac']","[3.5, 3.5, 3.5, 3.5]","[1.0, 0.008945656940340996, 0.13575023412704468, 0.01815684139728546]","[0.0, 0.11789763524457403, -0.1268415937803693, 0.06964366699060576]",16.234270837650538,0.763
CCLO_20250531T064451_1,CCLO,2025-05-31 06:44:51-06:00,3,"[168571.7656348486, 5448984.893314086]","['CCLO_20250531T064451_1_SNAS-A7_S20250531T063254.048292-0600_E20250531T070253.923298-0600_+49.10448-109.54185_resampled.flac', 'CCLO_20250531T064451_1_SNAS-A6_S20250531T063254.432107-0600_E20250531T070254.305175-0600_+49.10418-109.54220_resampled.flac', 'CCLO_20250531T064451_1_SNAS-B5_S20250531T063255.941585-0600_E20250531T070255.800623-0600_+49.10380-109.54193_resampled.flac', 'CCLO_20250531T064451_1_SNAS-B6_S20250531T063254.270415-0600_E20250531T070254.156433-0600_+49.10409-109.54164_resampled.flac', 'CCLO_20250531T064451_1_SNAS-B7_S20250531T063253.650218-0600_E20250531T070253.511751-0600_+49.10438-109.54125_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.03805243968963623, 0.023488350212574005, 0.05443175882101059, 0.021119792014360428]","[0.0, 0.06685455134434726, 0.14324910916747652, -0.06328150307742145, -0.1298574667962423]",16.689730752148215,0.441
CCLO_20250531T064527_1,CCLO,2025-05-31 06:45:27-06:00,3,"[168581.02998303162, 5448711.959696502]","['CCLO_20250531T064527_1_SNAS-G1_S20250531T063221.982136-0600_E20250531T070221.870781-0600_+49.10250-109.54563_resampled.flac', 'CCLO_20250531T064527_1_SNAS-E1_S20250531T063259.477554-0600_E20250531T070259.346217-0600_+49.10190-109.54212_resampled.flac', 'CCLO_20250531T064527_1_SNAS-F1_S20250531T063222.059099-0600_E20250531T070221.933532-0600_+49.10253-109.54571_resampled.flac', 'CCLO_20250531T064527_1_SNAS-G2_S20250531T063222.119867-0600_E20250531T070221.981095-0600_+49.10248-109.54570_resampled.flac', 'CCLO_20250531T064527_1_SNAS-G3_S20250531T063215.070360-0600_E20250531T070214.914765-0600_+49.10253-109.54570_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.0072552538476884365, 0.03739960864186287, 0.058643341064453125, 0.00762805575504899]","[0.0, 0.2312989957887917, 0.022296728215095596, -0.07482345319080011, 0.046196954972465176]",16.68675355,0.832
CCLO_20250531T064542_1,CCLO,2025-05-31 06:45:42-06:00,3,"[168564.9229713666, 5448982.629047864]","['CCLO_20250531T064542_1_SNAS-A7_S20250531T063254.048292-0600_E20250531T070253.923298-0600_+49.10448-109.54185_resampled.flac', 'CCLO_20250531T064542_1_SNAS-A6_S20250531T063254.432107-0600_E20250531T070254.305175-0600_+49.10418-109.54220_resampled.flac', 'CCLO_20250531T064542_1_SNAS-B5_S20250531T063255.941585-0600_E20250531T070255.800623-0600_+49.10380-109.54193_resampled.flac', 'CCLO_20250531T064542_1_SNAS-B6_S20250531T063254.270415-0600_E20250531T070254.156433-0600_+49.10409-109.54164_resampled.flac', 'CCLO_20250531T064542_1_SNAS-B7_S20250531T063253.650218-0600_E20250531T070253.511751-0600_+49.10438-109.54125_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.031239477917551994, 0.02817002311348915, 0.023401111364364624, 0.040525443851947784]","[0.0, 0.043407839326206676, 0.14304502753482345, -0.07328150307742143, -0.12992549400712666]",19.793697515226224,0.513
CCLO_20250531T064545_1,CCLO,2025-05-31 06:45:45-06:00,3,"[168568.2222684325, 5448717.8367052805]","['CCLO_20250531T064545_1_SNAS-G1_S20250531T063221.982136-0600_E20250531T070221.870781-0600_+49.10250-109.54563_resampled.flac', 'CCLO_20250531T064545_1_SNAS-F1_S20250531T063222.059099-0600_E20250531T070221.933532-0600_+49.10253-109.54571_resampled.flac', 'CCLO_20250531T064545_1_SNAS-G2_S20250531T063222.119867-0600_E20250531T070221.981095-0600_+49.10248-109.54570_resampled.flac', 'CCLO_20250531T064545_1_SNAS-G3_S20250531T063215.070360-0600_E20250531T070214.914765-0600_+49.10253-109.54570_resampled.flac']","[3.5, 3.5, 3.5, 3.5]","[1.0, 0.03796640783548355, 0.034450359642505646, 0.007914464920759201]","[0.0, -0.06670553935860057, -0.06951733074182054, 0.11186588921282797]",13.043606436002374,0.63
CCLO_20250531T064551_1,CCLO,2025-05-31 06:45:51-06:00,3,"[168612.11485641665, 5448889.088893175]","['CCLO_20250531T064551_1_SNAS-D7_S20250531T063225.735656-0600_E20250531T070225.622684-0600_+49.10253-109.54566_resampled.flac', 'CCLO_20250531T064551_1_SNAS-C6_S20250531T063223.688196-0600_E20250531T070223.554846-0600_+49.10252-109.54570_resampled.flac', 'CCLO_20250531T064551_1_SNAS-C7_S20250531T063219.123964-0600_E20250531T070218.984068-0600_+49.10244-109.54567_resampled.flac', 'CCLO_20250531T064551_1_SNAS-D6_S20250531T063214.880225-0600_E20250531T070214.745501-0600_+49.10253-109.54567_resampled.flac', 'CCLO_20250531T064551_1_SNAS-F7_S20250531T063220.709951-0600_E20250531T070220.591012-0600_+49.10239-109.54562_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.027685515582561493, 0.00812454242259264, 0.007059714291244745, 0.007539456710219383]","[0.0, -0.10169420149011985, 0.02025591188856496, -0.17142209264658242, 0.15349854227405246]",19.341147111968123,0.578
CCLO_20250531T064557_1,CCLO,2025-05-31 06:45:57-06:00,3,"[168449.96434418217, 5448817.917149289]","['CCLO_20250531T064557_1_SNAS-A1_S20250531T063254.569804-0600_E20250531T070254.451319-0600_+49.10268-109.54380_resampled.flac', 'CCLO_20250531T064557_1_SNAS-A2_S20250531T063225.618888-0600_E20250531T070225.492926-0600_+49.10232-109.54562_resampled.flac', 'CCLO_20250531T064557_1_SNAS-B1_S20250531T063254.170384-0600_E20250531T070254.045189-0600_+49.10260-109.54325_resampled.flac', 'CCLO_20250531T064557_1_SNAS-B2_S20250531T063254.962205-0600_E20250531T070254.835868-0600_+49.10288-109.54290_resampled.flac']","[3.5, 3.5, 3.5, 3.5]","[1.0, 0.007727939635515213, 0.05078120529651642, 0.015412699431180954]","[0.0, -0.04938127632005182, -0.1265468091998704, -0.12217039196631033]",3.0503344309088645,0.516
CCLO_20250531T064600_1,CCLO,2025-05-31 06:46:00-06:00,3,"[168611.55657009725, 5448993.324315347]","['CCLO_20250531T064600_1_SNAS-A7_S20250531T063254.048292-0600_E20250531T070253.923298-0600_+49.10448-109.54185_resampled.flac', 'CCLO_20250531T064600_1_SNAS-A6_S20250531T063254.432107-0600_E20250531T070254.305175-0600_+49.10418-109.54220_resampled.flac', 'CCLO_20250531T064600_1_SNAS-B6_S20250531T063254.270415-0600_E20250531T070254.156433-0600_+49.10409-109.54164_resampled.flac', 'CCLO_20250531T064600_1_SNAS-B7_S20250531T063253.650218-0600_E20250531T070253.511751-0600_+49.10438-109.54125_resampled.flac']","[3.5, 3.5, 3.5, 3.5]","[1.0, 0.014318996109068394, 0.01828381046652794, 0.028919167816638947]","[0.0, 0.13182053773890512, -0.06330417881438288, -0.1494946550048591]",12.572778763024475,0.524
CCLO_20250531T064606_1,CCLO,2025-05-31 06:46:06-06:00,3,"[168462.7889511171, 5448866.593741464]","['CCLO_20250531T064606_1_SNAS-A3_S20250531T063254.407647-0600_E20250531T070254.257476-0600_+49.10326-109.54315_resampled.flac', 'CCLO_20250531T064606_1_SNAS-A4_S20250531T063254.391946-0600_E20250531T070254.267787-0600_+49.10359-109.54283_resampled.flac', 'CCLO_20250531T064606_1_SNAS-B1_S20250531T063254.170384-0600_E20250531T070254.045189-0600_+49.10260-109.54325_resampled.flac', 'CCLO_20250531T064606_1_SNAS-B2_S20250531T063254.962205-0600_E20250531T070254.835868-0600_+49.10288-109.54290_resampled.flac', 'CCLO_20250531T064606_1_SNAS-B3_S20250531T063219.462822-0600_E20250531T070219.318754-0600_+49.10239-109.54568_resampled.flac', 'CCLO_20250531T064606_1_SNAS-B4_S20250531T063220.435108-0600_E20250531T070222.350016-0600_+49.10227-109.54563_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.13115544617176056, 0.12755098938941956, 0.12445591390132904, 0.016117867082357407, 0.010100026614964008]","[0.0, 0.00034661483641076907, 0.041117589893100104, 0.05701328150307744, -0.004505992873339804, 0.06553935860058308]",15.525114240240928,0.462
CCLO_20250531T064609_1,CCLO,2025-05-31 06:46:09-06:00,3,"[168622.99101287234, 5448761.568228908]","['CCLO_20250531T064609_1_SNAS-F1_S20250531T063222.059099-0600_E20250531T070221.933532-0600_+49.10253-109.54571_resampled.flac', 'CCLO_20250531T064609_1_SNAS-D1_S20250531T063217.795684-0600_E20250531T070217.658199-0600_+49.10250-109.54570_resampled.flac', 'CCLO_20250531T064609_1_SNAS-E2_S20250531T063216.437171-0600_E20250531T070216.298751-0600_+49.10259-109.54570_resampled.flac', 'CCLO_20250531T064609_1_SNAS-G1_S20250531T063221.982136-0600_E20250531T070221.870781-0600_+49.10250-109.54563_resampled.flac', 'CCLO_20250531T064609_1_SNAS-G2_S20250531T063222.119867-0600_E20250531T070221.981095-0600_+49.10248-109.54570_resampled.flac', 'CCLO_20250531T064609_1_SNAS-G3_S20250531T063215.070360-0600_E20250531T070214.914765-0600_+49.10253-109.54570_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.008042864501476288, 0.012697022408246994, 0.013030914589762688, 0.01998153328895569, 0.012401515617966652]","[0.0, 0.21061872367994816, -0.010696469063815994, 0.01631033365727244, -0.06731778425655977, -0.13436993845157108]",13.024335737115646,0.561
CCLO_20250531T064633_1,CCLO,2025-05-31 06:46:33-06:00,3,"[168603.21029747374, 5448965.996718161]","['CCLO_20250531T064633_1_SNAS-B7_S20250531T063253.650218-0600_E20250531T070253.511751-0600_+49.10438-109.54125_resampled.flac', 'CCLO_20250531T064633_1_SNAS-A6_S20250531T063254.432107-0600_E20250531T070254.305175-0600_+49.10418-109.54220_resampled.flac', 'CCLO_20250531T064633_1_SNAS-A7_S20250531T063254.048292-0600_E20250531T070253.923298-0600_+49.10448-109.54185_resampled.flac', 'CCLO_20250531T064633_1_SNAS-B6_S20250531T063254.270415-0600_E20250531T070254.156433-0600_+49.10409-109.54164_resampled.flac', 'CCLO_20250531T064633_1_SNAS-C6_S20250531T063223.688196-0600_E20250531T070223.554846-0600_+49.10252-109.54570_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.013799366541206837, 0.018835753202438354, 0.01818675547838211, 0.008941058069467545]","[0.0, 0.2313670229996761, 0.12163913184321351, 0.04211532231940396, -0.013530936183997394]",15.95775959452841,0.512
CCLO_20250531T064639_1,CCLO,2025-05-31 06:46:39-06:00,3,"[168481.45020656558, 5448930.4959168015]","['CCLO_20250531T064639_1_SNAS-A4_S20250531T063254.391946-0600_E20250531T070254.267787-0600_+49.10359-109.54283_resampled.flac', 'CCLO_20250531T064639_1_SNAS-A3_S20250531T063254.407647-0600_E20250531T070254.257476-0600_+49.10326-109.54315_resampled.flac', 'CCLO_20250531T064639_1_SNAS-A5_S20250531T063254.629953-0600_E20250531T070254.495611-0600_+49.10388-109.54251_resampled.flac', 'CCLO_20250531T064639_1_SNAS-B2_S20250531T063254.962205-0600_E20250531T070254.835868-0600_+49.10288-109.54290_resampled.flac', 'CCLO_20250531T064639_1_SNAS-B3_S20250531T063219.462822-0600_E20250531T070219.318754-0600_+49.10239-109.54568_resampled.flac', 'CCLO_20250531T064639_1_SNAS-B5_S20250531T063255.941585-0600_E20250531T070255.800623-0600_+49.10380-109.54193_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.017873376607894897, 0.019454296678304672, 0.026450810953974724, 0.007826296612620354, 0.028046000748872757]","[0.0, 0.07302235179786204, -0.023961775186264966, 0.15315840621963073, 0.053929381276320076, 0.04689990281827017]",12.382211993124715,0.504
CCLO_20250531T064700_1,CCLO,2025-05-31 06:47:00-06:00,3,"[168452.06677671737, 5448822.139873488]","['CCLO_20250531T064700_1_SNAS-A2_S20250531T063225.618888-0600_E20250531T070225.492926-0600_+49.10232-109.54562_resampled.flac', 'CCLO_20250531T064700_1_SNAS-A1_S20250531T063254.569804-0600_E20250531T070254.451319-0600_+49.10268-109.54380_resampled.flac', 'CCLO_20250531T064700_1_SNAS-A3_S20250531T063254.407647-0600_E20250531T070254.257476-0600_+49.10326-109.54315_resampled.flac', 'CCLO_20250531T064700_1_SNAS-B1_S20250531T063254.170384-0600_E20250531T070254.045189-0600_+49.10260-109.54325_resampled.flac', 'CCLO_20250531T064700_1_SNAS-B2_S20250531T063254.962205-0600_E20250531T070254.835868-0600_+49.10288-109.54290_resampled.flac']","[3.5, 3.5, 3.5, 3.5, 3.5]","[1.0, 0.009192343801259995, 0.008873737417161465, 0.00736103905364871, 0.007515144534409046]","[0.0, 0.04780693229672822, 0.026741172659540013, -0.07396177518626498, -0.04040168448331713]",7.817129944304443,0.424
